circ,circ_hash,circ_key,ori_latency,merged_latency,grape_res,1q_count,2q_count
"                         
q_0: ──■─────────────────
     ┌─┴─┐┌─────────────┐
q_1: ┤ X ├┤ RZ(-1.5404) ├
     └───┘└─────────────┘",10298a9144546d5a7d98f29346b125cfa0405512364a8799ad9db0aa6544365c,"[[ 0.72  0.    0.    0.    0.7   0.    0.    0.  ]
 [ 0.    0.    0.    0.72  0.    0.    0.    0.7 ]
 [ 0.    0.    0.72  0.    0.    0.   -0.7   0.  ]
 [ 0.    0.72  0.    0.    0.   -0.7   0.    0.  ]]",15.0,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A85C17D48>,1,1
"     ┌────────────┐
q_0: ┤ RZ(4.1737) ├
     └────────────┘",f60d7a728972a42bcc92d67f8fe081776fe6ea0b728619f93beaf041f9a76860,"[[-0.49  0.   -0.87  0.  ]
 [ 0.   -0.49  0.    0.87]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A99FF3608>,1,0
"          ┌────────────┐     
q_0: ──■──┤ RZ(4.1737) ├──■──
     ┌─┴─┐└────────────┘┌─┴─┐
q_1: ┤ X ├──────────────┤ X ├
     └───┘              └───┘",2ed17f8162d4a55b7f71223268d0b9b888e3573e3379051d75a03e6a7fffe2bc,"[[-0.49  0.    0.    0.   -0.87  0.    0.    0.  ]
 [ 0.   -0.49  0.    0.    0.    0.87  0.    0.  ]
 [ 0.    0.   -0.49  0.    0.    0.   -0.87  0.  ]
 [ 0.    0.    0.   -0.49  0.    0.    0.    0.87]]",29.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023ABDC3CF08>,1,2
"          ┌────────────┐
q_0: ──■──┤ RZ(4.1737) ├
     ┌─┴─┐└────────────┘
q_1: ┤ X ├──────────────
     └───┘              ",6325b057111287baf501f3290de4f1a4186b1afa2529591a6bf8636b9c85de28,"[[-0.49  0.    0.    0.   -0.87  0.    0.    0.  ]
 [ 0.    0.    0.   -0.49  0.    0.    0.    0.87]
 [ 0.    0.   -0.49  0.    0.    0.   -0.87  0.  ]
 [ 0.   -0.49  0.    0.    0.    0.87  0.    0.  ]]",16.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AB7048D48>,1,1
"          ┌─────────────┐                    
q_0: ──■──┤ RZ(-4.1737) ├──■─────────────────
     ┌─┴─┐└─────────────┘┌─┴─┐┌─────────────┐
q_1: ┤ X ├───────────────┤ X ├┤ RZ(-4.0477) ├
     └───┘               └───┘└─────────────┘",3e3bab4ecc28df9f77b850fadcfd1baf9ad2d58d60e07f6d01e783b0b074888a,"[[-0.57  0.    0.    0.   -0.82  0.    0.    0.  ]
 [ 0.    1.    0.    0.    0.   -0.06  0.    0.  ]
 [ 0.    0.    1.    0.    0.    0.    0.06  0.  ]
 [ 0.    0.    0.   -0.57  0.    0.    0.    0.82]]",31.0,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023ACAAB4388>,2,2
"          ┌─────────────┐
q_0: ──■──┤ RZ(-4.0477) ├
     ┌─┴─┐├─────────────┤
q_1: ┤ X ├┤ RZ(-4.0477) ├
     └───┘└─────────────┘",714f7bdbf70348a3ff179593213b5ba532f3f826919be22edf5eef8441cac771,"[[-0.62  0.    0.    0.   -0.79  0.    0.    0.  ]
 [ 0.    0.    0.    1.    0.    0.    0.    0.  ]
 [ 0.    0.    1.    0.    0.    0.    0.    0.  ]
 [ 0.   -0.62  0.    0.    0.    0.79  0.    0.  ]]",15.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AD5CF6988>,1,1
"     ┌────────────┐
q_0: ┤ RZ(4.0477) ├
     └────────────┘",2ff06e1d10cb46c7c0cc749282761ce8c2995d6b8b91f8d033dc578059b437a3,"[[-0.44  0.   -0.9   0.  ]
 [ 0.   -0.44  0.    0.9 ]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023ACDF315C8>,1,0
"          ┌────────────┐     
q_0: ──■──┤ RZ(4.0477) ├──■──
     ┌─┴─┐└────────────┘┌─┴─┐
q_1: ┤ X ├──────────────┤ X ├
     └───┘              └───┘",0bca75a3a2ce6828155949c70967ea82830dccba44fa945caf29fa4ae190a8a8,"[[-0.44  0.    0.    0.   -0.9   0.    0.    0.  ]
 [ 0.   -0.44  0.    0.    0.    0.9   0.    0.  ]
 [ 0.    0.   -0.44  0.    0.    0.   -0.9   0.  ]
 [ 0.    0.    0.   -0.44  0.    0.    0.    0.9 ]]",28.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A8370C8C8>,1,2
"          ┌────────────┐
q_0: ──■──┤ RZ(4.0477) ├
     ┌─┴─┐└────────────┘
q_1: ┤ X ├──────────────
     └───┘              ",3e52f00d06854e3249f564c6e201f605130bf1464feb7f65efc40d49ba372342,"[[-0.44  0.    0.    0.   -0.9   0.    0.    0.  ]
 [ 0.    0.    0.   -0.44  0.    0.    0.    0.9 ]
 [ 0.    0.   -0.44  0.    0.    0.   -0.9   0.  ]
 [ 0.   -0.44  0.    0.    0.    0.9   0.    0.  ]]",15.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A96F62848>,1,1
"          ┌─────────────┐                    
q_0: ──■──┤ RZ(-4.0477) ├──■─────────────────
     ┌─┴─┐└─────────────┘┌─┴─┐┌─────────────┐
q_1: ┤ X ├───────────────┤ X ├┤ RZ(-4.0477) ├
     └───┘               └───┘└─────────────┘",6da739ad5fa4e3646e687c332aaee3f0c1537473298209628da12338f5ffd0b9,"[[-0.62  0.    0.    0.   -0.79  0.    0.    0.  ]
 [ 0.    1.    0.    0.    0.    0.    0.    0.  ]
 [ 0.    0.    1.    0.    0.    0.    0.    0.  ]
 [ 0.    0.    0.   -0.62  0.    0.    0.    0.79]]",30.0,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AB7295988>,2,2
"                         
q_0: ──■─────────────────
     ┌─┴─┐┌─────────────┐
q_1: ┤ X ├┤ RZ(-4.1737) ├
     └───┘└─────────────┘",7d8b286f5729bec4b20fa94da293adbb433dcb40546909e88294138fe62f0258,"[[-0.49  0.    0.    0.    0.87  0.    0.    0.  ]
 [ 0.    0.    0.   -0.49  0.    0.    0.    0.87]
 [ 0.    0.   -0.49  0.    0.    0.   -0.87  0.  ]
 [ 0.   -0.49  0.    0.    0.   -0.87  0.    0.  ]]",16.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A85B4D408>,1,1
"          ┌─────────────┐                    
q_0: ──■──┤ RZ(-4.0477) ├──■─────────────────
     ┌─┴─┐└─────────────┘┌─┴─┐┌─────────────┐
q_1: ┤ X ├───────────────┤ X ├┤ RZ(-4.1736) ├
     └───┘               └───┘└─────────────┘",b945964e1d2c951d9f9d76d753f833519c4b187df5a076a5f6b71eb03c12492d,"[[-0.57  0.    0.    0.   -0.82  0.    0.    0.  ]
 [ 0.    1.    0.    0.    0.    0.06  0.    0.  ]
 [ 0.    0.    1.    0.    0.    0.   -0.06  0.  ]
 [ 0.    0.    0.   -0.57  0.    0.    0.    0.82]]",31.0,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AD446B688>,2,2
"          ┌─────────────┐                    
q_0: ──■──┤ RZ(-4.1737) ├──■─────────────────
     ┌─┴─┐└─────────────┘┌─┴─┐┌─────────────┐
q_1: ┤ X ├───────────────┤ X ├┤ RZ(-1.5403) ├
     └───┘               └───┘└─────────────┘",f059e88319d389fe734b2a7328346a573bf850c48ded1cfb6982292cb84deb7b,"[[-0.96  0.    0.    0.    0.28  0.    0.    0.  ]
 [ 0.    0.25  0.    0.    0.   -0.97  0.    0.  ]
 [ 0.    0.    0.25  0.    0.    0.    0.97  0.  ]
 [ 0.    0.    0.   -0.96  0.    0.    0.   -0.28]]",31.0,3.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023ACF65CB48>,2,2
"     ┌────────────┐
q_0: ┤ RZ(1.5404) ├
     └────────────┘",733792a41c30efb30dafd884823ef2c4fc98945f0c410e16bb2a509267dad424,"[[ 0.72  0.   -0.7   0.  ]
 [ 0.    0.72  0.    0.7 ]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AD15E1AC8>,1,0
"          ┌────────────┐     
q_0: ──■──┤ RZ(1.5404) ├──■──
     ┌─┴─┐└────────────┘┌─┴─┐
q_1: ┤ X ├──────────────┤ X ├
     └───┘              └───┘",abcb299cb206c8f05a9ca2c9cd3dbfff6d905cfae37bb586c85b88d582000e39,"[[ 0.72  0.    0.    0.   -0.7   0.    0.    0.  ]
 [ 0.    0.72  0.    0.    0.    0.7   0.    0.  ]
 [ 0.    0.    0.72  0.    0.    0.   -0.7   0.  ]
 [ 0.    0.    0.    0.72  0.    0.    0.    0.7 ]]",29.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023ACF1A9F88>,1,2
"          ┌────────────┐
q_0: ──■──┤ RZ(1.5404) ├
     ┌─┴─┐└────────────┘
q_1: ┤ X ├──────────────
     └───┘              ",f4c20ab19f68dd225e6691dc60eb5519d8d56bb2d72ea0572953f1886cb8550a,"[[ 0.72  0.    0.    0.   -0.7   0.    0.    0.  ]
 [ 0.    0.    0.    0.72  0.    0.    0.    0.7 ]
 [ 0.    0.    0.72  0.    0.    0.   -0.7   0.  ]
 [ 0.    0.72  0.    0.    0.    0.7   0.    0.  ]]",16.0,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AB769A808>,1,1
"          ┌─────────────┐     
q_0: ──■──┤ RZ(-1.5404) ├──■──
     ┌─┴─┐└─────────────┘┌─┴─┐
q_1: ┤ X ├───────────────┤ X ├
     └───┘               └───┘",1432aa312c061b359b522aa0513ca30c3b577cb5810d53374d3cf9b131ebb045,"[[ 0.72  0.    0.    0.    0.7   0.    0.    0.  ]
 [ 0.    0.72  0.    0.    0.   -0.7   0.    0.  ]
 [ 0.    0.    0.72  0.    0.    0.    0.7   0.  ]
 [ 0.    0.    0.    0.72  0.    0.    0.   -0.7 ]]",28.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A8B639EC8>,1,2
"                              
q_0: ──■──────────────────────
     ┌─┴─┐┌───┐┌───┐┌───┐┌───┐
q_1: ┤ X ├┤ H ├┤ S ├┤ H ├┤ H ├
     └───┘└───┘└───┘└───┘└───┘",ebcbc5d44568550f7fb556ac4cfeb3b51c73511b243bae94f8451df481d0809d,"[[ 0.71  0.    0.71  0.    0.    0.    0.    0.  ]
 [ 0.    0.71  0.    0.71  0.    0.    0.    0.  ]
 [ 0.    0.    0.    0.    0.71  0.   -0.71  0.  ]
 [ 0.    0.    0.    0.    0.   -0.71  0.    0.71]]",33.0,13.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AAFF47B88>,4,1
"          ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐     ┌───────┐
q_0: ──■──┤ H ├┤ Z ├┤ H ├┤ S ├┤ H ├┤ Z ├──■──┤ RZ(0) ├
     ┌─┴─┐├───┤├───┤├───┤├───┤├───┤├───┤┌─┴─┐└───────┘
q_1: ┤ X ├┤ H ├┤ Z ├┤ H ├┤ S ├┤ H ├┤ Z ├┤ X ├─────────
     └───┘└───┘└───┘└───┘└───┘└───┘└───┘└───┘         ",028e5e5120e758e31bff8d344e741066d7e313f5b639916f75a4db6ca77f545f,"[[-0.5  0.5  0.   0.   0.   0.   0.5  0.5]
 [-0.5  0.5  0.   0.   0.   0.  -0.5 -0.5]
 [-0.5 -0.5  0.   0.   0.   0.  -0.5  0.5]
 [-0.5 -0.5  0.   0.   0.   0.   0.5 -0.5]]",50.5,15.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AAA9F8388>,7,2
"          ┌───┐┌───┐┌───┐┌───┐
q_0: ──■──┤ H ├┤ S ├┤ H ├┤ H ├
     ┌─┴─┐├───┤├───┤├───┤├───┤
q_1: ┤ X ├┤ H ├┤ S ├┤ H ├┤ H ├
     └───┘└───┘└───┘└───┘└───┘",da39fcb4387dbeade903eac6ae28c1096e5a11bff154320c8cacaf239452d40f,"[[ 0.5  0.5  0.5  0.5  0.   0.   0.   0. ]
 [ 0.   0.   0.   0.   0.5 -0.5  0.5 -0.5]
 [ 0.   0.   0.   0.   0.5 -0.5 -0.5  0.5]
 [-0.5 -0.5  0.5  0.5  0.   0.   0.   0. ]]",33.0,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AB1117088>,4,1
"          ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐     
q_0: ──■──┤ H ├┤ Z ├┤ H ├┤ S ├┤ H ├┤ Z ├──■──
     ┌─┴─┐└───┘└───┘└───┘└───┘└───┘└───┘┌─┴─┐
q_1: ┤ X ├──────────────────────────────┤ X ├
     └───┘                              └───┘",024149e8b02443c172ffd47d2d78c46442f067fabe8aa0b489b06c7268170ecf,"[[ 0.    0.    0.    0.71  0.71  0.    0.    0.  ]
 [ 0.   -0.71  0.    0.    0.    0.    0.71  0.  ]
 [ 0.    0.71  0.    0.    0.    0.    0.71  0.  ]
 [ 0.    0.    0.   -0.71  0.71  0.    0.    0.  ]]",49.5,8.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AB76B9C48>,6,2
"          ┌───┐┌───┐┌───┐
q_0: ──■──┤ H ├┤ S ├┤ H ├
     ┌─┴─┐└───┘└───┘└───┘
q_1: ┤ X ├───────────────
     └───┘               ",f482477fbc7a384d05b242a86e4ceea6d3e0e5b2701f2ec5d222aa2eeec5c439,"[[ 0.5  0.   0.   0.5  0.5  0.   0.  -0.5]
 [ 0.5  0.   0.   0.5 -0.5  0.   0.   0.5]
 [ 0.   0.5  0.5  0.   0.  -0.5  0.5  0. ]
 [ 0.   0.5  0.5  0.   0.   0.5 -0.5  0. ]]",27.0,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AC6077B48>,3,1
"     ┌──────────────┐
q_0: ┤ RZ(-0.43815) ├
     └──────────────┘",35f75300fa582a3f71a65facd89e768249deaa69985920f5c49b2697618c5666,"[[ 0.98  0.    0.22  0.  ]
 [ 0.    0.98  0.   -0.22]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AD8684608>,1,0
"          ┌──────────────┐
q_0: ──■──┤ RZ(-0.43815) ├
     ┌─┴─┐└──────────────┘
q_1: ┤ X ├────────────────
     └───┘                ",34d9fdecd0b4d31c35938bf6ad6a3346d7bea431f13e5e021ffabd714d24a2e3,"[[ 0.98  0.    0.    0.    0.22  0.    0.    0.  ]
 [ 0.    0.    0.    0.98  0.    0.    0.   -0.22]
 [ 0.    0.    0.98  0.    0.    0.    0.22  0.  ]
 [ 0.    0.98  0.    0.    0.   -0.22  0.    0.  ]]",16.0,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023ADC7F4AC8>,1,1
"     ┌─────────────┐
q_0: ┤ RZ(0.43815) ├
     └─────────────┘",0d4bc36148e238041b349ce76e8441ae7ecf96414e11c766b406c6058ebdd4ea,"[[ 0.98  0.   -0.22  0.  ]
 [ 0.    0.98  0.    0.22]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AE5662588>,1,0
"          ┌─────────────┐     
q_0: ──■──┤ RZ(0.43815) ├──■──
     ┌─┴─┐└─────────────┘┌─┴─┐
q_1: ┤ X ├───────────────┤ X ├
     └───┘               └───┘",260434f22ef1636fb9c442f3f1e2afec4673aaf0e84bbff9742c381b20572882,"[[ 0.98  0.    0.    0.   -0.22  0.    0.    0.  ]
 [ 0.    0.98  0.    0.    0.    0.22  0.    0.  ]
 [ 0.    0.    0.98  0.    0.    0.   -0.22  0.  ]
 [ 0.    0.    0.    0.98  0.    0.    0.    0.22]]",28.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AD742F5C8>,1,2
"                                   
q_0: ──■────────────────────────■──
     ┌─┴─┐┌───┐┌───┐┌───┐┌───┐┌─┴─┐
q_1: ┤ X ├┤ H ├┤ S ├┤ H ├┤ H ├┤ X ├
     └───┘└───┘└───┘└───┘└───┘└───┘",014c03f80d0c7d2d5bfed0857297f0cd26b9aaa246606fbdbe4d898e33bcb459,"[[ 0.71  0.    0.71  0.    0.    0.    0.    0.  ]
 [ 0.    0.    0.    0.    0.   -0.71  0.    0.71]
 [ 0.    0.    0.    0.    0.71  0.   -0.71  0.  ]
 [ 0.    0.71  0.    0.71  0.    0.    0.    0.  ]]",46.5,13.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A9E9B1A08>,4,2
"          ┌─────────────┐
q_0: ──■──┤ RZ(0.43815) ├
     ┌─┴─┐└─────────────┘
q_1: ┤ X ├───────────────
     └───┘               ",04b6408aae75eece4973be96b37bc32acef63e75291102795a521d2679f9b517,"[[ 0.98  0.    0.    0.   -0.22  0.    0.    0.  ]
 [ 0.    0.    0.    0.98  0.    0.    0.    0.22]
 [ 0.    0.    0.98  0.    0.    0.   -0.22  0.  ]
 [ 0.    0.98  0.    0.    0.    0.22  0.    0.  ]]",14.5,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A8FB8CB48>,1,1
"          ┌──────────────┐     
q_0: ──■──┤ RZ(-0.43815) ├──■──
     ┌─┴─┐└──────────────┘┌─┴─┐
q_1: ┤ X ├────────────────┤ X ├
     └───┘                └───┘",d3824311c7858a7226270120f00b68c16049881102221fe84a50c2aab77a3d90,"[[ 0.98  0.    0.    0.    0.22  0.    0.    0.  ]
 [ 0.    0.98  0.    0.    0.   -0.22  0.    0.  ]
 [ 0.    0.    0.98  0.    0.    0.    0.22  0.  ]
 [ 0.    0.    0.    0.98  0.    0.    0.   -0.22]]",29.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AC9B2E948>,1,2
"     ┌──────────────┐
q_0: ┤ RZ(-0.87625) ├
     └──────────────┘",8a3568cff124b300b44f9c56aa921fc3fe83d2adc543e259b1150839ab6ce3bc,"[[ 0.91  0.    0.42  0.  ]
 [ 0.    0.91  0.   -0.42]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A9CC49548>,1,0
"          ┌──────────────┐
q_0: ──■──┤ RZ(-0.87625) ├
     ┌─┴─┐└──────────────┘
q_1: ┤ X ├────────────────
     └───┘                ",f9af3d901238df3ff26e7aaf18d0ac25ae075321fc4167216ceda84371070f83,"[[ 0.91  0.    0.    0.    0.42  0.    0.    0.  ]
 [ 0.    0.    0.    0.91  0.    0.    0.   -0.42]
 [ 0.    0.    0.91  0.    0.    0.    0.42  0.  ]
 [ 0.    0.91  0.    0.    0.   -0.42  0.    0.  ]]",16.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AAE723DC8>,1,1
"     ┌─────────────┐
q_0: ┤ RZ(0.87625) ├
     └─────────────┘",36e053c93ff6130e64e46be9e51aee721026a6fc2b9df92e4b0a2564b8fc537f,"[[ 0.91  0.   -0.42  0.  ]
 [ 0.    0.91  0.    0.42]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AB771CB88>,1,0
"          ┌─────────────┐     
q_0: ──■──┤ RZ(0.87625) ├──■──
     ┌─┴─┐└─────────────┘┌─┴─┐
q_1: ┤ X ├───────────────┤ X ├
     └───┘               └───┘",4daeec35041cf926735094b0002d700a182369bbd78a6539085c1571de6fcb99,"[[ 0.91  0.    0.    0.   -0.42  0.    0.    0.  ]
 [ 0.    0.91  0.    0.    0.    0.42  0.    0.  ]
 [ 0.    0.    0.91  0.    0.    0.   -0.42  0.  ]
 [ 0.    0.    0.    0.91  0.    0.    0.    0.42]]",28.0,3.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AE2934908>,1,2
"          ┌─────────────┐
q_0: ──■──┤ RZ(0.87625) ├
     ┌─┴─┐└─────────────┘
q_1: ┤ X ├───────────────
     └───┘               ",86afdec1f7373ee5e63b28888ea726364b721b9cf4301e7cca5c1c248decf1a0,"[[ 0.91  0.    0.    0.   -0.42  0.    0.    0.  ]
 [ 0.    0.    0.    0.91  0.    0.    0.    0.42]
 [ 0.    0.    0.91  0.    0.    0.   -0.42  0.  ]
 [ 0.    0.91  0.    0.    0.    0.42  0.    0.  ]]",14.5,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AE60A3188>,1,1
"          ┌──────────────┐     
q_0: ──■──┤ RZ(-0.87625) ├──■──
     ┌─┴─┐└──────────────┘┌─┴─┐
q_1: ┤ X ├────────────────┤ X ├
     └───┘                └───┘",02ee1f7d033b96880dccaf8498c2222f01e07958abf804ec734673fbd7ac0eef,"[[ 0.91  0.    0.    0.    0.42  0.    0.    0.  ]
 [ 0.    0.91  0.    0.    0.   -0.42  0.    0.  ]
 [ 0.    0.    0.91  0.    0.    0.    0.42  0.  ]
 [ 0.    0.    0.    0.91  0.    0.    0.   -0.42]]",29.5,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AF1C30D48>,1,2
"     ┌─────────────┐
q_0: ┤ RZ(-0.0331) ├
     └─────────────┘",a32253305f78852b7d17b7dab6a7afc241f2a91d5b7abf07e5b329d2ce71b5f7,"[[ 1.    0.    0.02  0.  ]
 [ 0.    1.    0.   -0.02]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AA7249748>,1,0
"          ┌─────────────┐
q_0: ──■──┤ RZ(-0.0331) ├
     ┌─┴─┐└─────────────┘
q_1: ┤ X ├───────────────
     └───┘               ",ac9681194885a5b2a496419b0164fcbfc48f94af22fddb4571a0f8a498887777,"[[ 1.    0.    0.    0.    0.02  0.    0.    0.  ]
 [ 0.    0.    0.    1.    0.    0.    0.   -0.02]
 [ 0.    0.    1.    0.    0.    0.    0.02  0.  ]
 [ 0.    1.    0.    0.    0.   -0.02  0.    0.  ]]",15.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AAF1A61C8>,1,1
"     ┌────────────┐
q_0: ┤ RZ(0.0331) ├
     └────────────┘",dee39e50f9aadd2554b2e4e38a89c7faea4279fe15b64c93c6505c5950ff17f4,"[[ 1.    0.   -0.02  0.  ]
 [ 0.    1.    0.    0.02]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AB5D5BD88>,1,0
"          ┌────────────┐     
q_0: ──■──┤ RZ(0.0331) ├──■──
     ┌─┴─┐└────────────┘┌─┴─┐
q_1: ┤ X ├──────────────┤ X ├
     └───┘              └───┘",55214ceab67e84299ce2aa56a3c909703a106ee9ae69897e3dc13b4db719415a,"[[ 1.    0.    0.    0.   -0.02  0.    0.    0.  ]
 [ 0.    1.    0.    0.    0.    0.02  0.    0.  ]
 [ 0.    0.    1.    0.    0.    0.   -0.02  0.  ]
 [ 0.    0.    0.    1.    0.    0.    0.    0.02]]",28.0,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AF0BEBF08>,1,2
"          ┌────────────┐
q_0: ──■──┤ RZ(0.0331) ├
     ┌─┴─┐└────────────┘
q_1: ┤ X ├──────────────
     └───┘              ",3e9a2d5c2503af0314d20777a678a3a4131cdee5c5fe7248d7a5d598af375fc5,"[[ 1.    0.    0.    0.   -0.02  0.    0.    0.  ]
 [ 0.    0.    0.    1.    0.    0.    0.    0.02]
 [ 0.    0.    1.    0.    0.    0.   -0.02  0.  ]
 [ 0.    1.    0.    0.    0.    0.02  0.    0.  ]]",14.5,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A7C98DBC8>,1,1
"          ┌─────────────┐     
q_0: ──■──┤ RZ(-0.0331) ├──■──
     ┌─┴─┐└─────────────┘┌─┴─┐
q_1: ┤ X ├───────────────┤ X ├
     └───┘               └───┘",c7ea4f4f462ebf52704a36f1050c27c7758b2d3f2bf1c1636dd61bbed117b7f4,"[[ 1.    0.    0.    0.    0.02  0.    0.    0.  ]
 [ 0.    1.    0.    0.    0.   -0.02  0.    0.  ]
 [ 0.    0.    1.    0.    0.    0.    0.02  0.  ]
 [ 0.    0.    0.    1.    0.    0.    0.   -0.02]]",28.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A9D3D1B08>,1,2
"          ┌───┐┌───┐┌───┐
q_0: ──■──┤ H ├┤ S ├┤ H ├
     ┌─┴─┐├───┤└───┘└───┘
q_1: ┤ X ├┤ H ├──────────
     └───┘└───┘          ",a610d700ad3eb7e5c0d0f4a9e99c0c274afe2ed5b21d58050162575ef24e20e2,"[[ 0.35  0.35  0.35  0.35  0.35 -0.35  0.35 -0.35]
 [ 0.35  0.35  0.35  0.35 -0.35  0.35 -0.35  0.35]
 [ 0.35 -0.35 -0.35  0.35  0.35  0.35 -0.35 -0.35]
 [ 0.35 -0.35 -0.35  0.35 -0.35 -0.35  0.35  0.35]]",27.0,13.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023ACDED5B08>,3,1
"          ┌───┐┌───┐┌───┐     
q_0: ──■──┤ H ├┤ S ├┤ H ├──■──
     ┌─┴─┐├───┤└───┘└───┘┌─┴─┐
q_1: ┤ X ├┤ H ├──────────┤ X ├
     └───┘└───┘          └───┘",55af4258a6e4c61c1df90d5f1521aca64e60b955dac28afef8b0bcfbdd0321a3,"[[ 0.35  0.35  0.35  0.35  0.35 -0.35  0.35 -0.35]
 [ 0.35 -0.35 -0.35  0.35 -0.35 -0.35  0.35  0.35]
 [ 0.35 -0.35 -0.35  0.35  0.35  0.35 -0.35 -0.35]
 [ 0.35  0.35  0.35  0.35 -0.35  0.35 -0.35  0.35]]",40.5,16.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AD8625748>,3,2
"          ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐     
q_0: ──■──┤ H ├┤ S ├┤ H ├┤ Z ├┤ H ├┤ S ├┤ H ├┤ Z ├──■──
     ┌─┴─┐├───┤├───┤├───┤├───┤├───┤├───┤├───┤├───┤┌─┴─┐
q_1: ┤ X ├┤ H ├┤ S ├┤ H ├┤ Z ├┤ H ├┤ S ├┤ H ├┤ Z ├┤ X ├
     └───┘└───┘└───┘└───┘└───┘└───┘└───┘└───┘└───┘└───┘",f662320944b224acff4721244e5a7fb36d51d129160ed49dc574e55bd9e0a793,"[[-1.  0.  0.  0.  0.  0.  0.  0.]
 [ 0. -1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. -1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.]]",57.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AEC3570C8>,8,2
"     ┌─────────────┐
q_0: ┤ RZ(-3.3963) ├
     └─────────────┘",5b6a0528a7bfb26b99a8d9a525f10f3a35d13313dd6c9b4dd310c2d65f61f21a,"[[-0.13  0.    0.99  0.  ]
 [ 0.   -0.13  0.   -0.99]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AF7CE4F08>,1,0
"          ┌─────────────┐
q_0: ──■──┤ RZ(-3.3963) ├
     ┌─┴─┐└─────────────┘
q_1: ┤ X ├───────────────
     └───┘               ",9fa640b74bbbec884b2dec7595638c4e2e21ef7f2e9ee1faeeb0eeecdcbb00e4,"[[-0.13  0.    0.    0.    0.99  0.    0.    0.  ]
 [ 0.    0.    0.   -0.13  0.    0.    0.   -0.99]
 [ 0.    0.   -0.13  0.    0.    0.    0.99  0.  ]
 [ 0.   -0.13  0.    0.    0.   -0.99  0.    0.  ]]",15.0,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AF70E9D08>,1,1
